Transaction_ID,CustomerID,Purchase_Date,GMV
88,2310917,7/1/2022,95000
89,1147312,7/1/2022,75000
90,1461662,8/1/2022,95000
91,3322677,8/1/2022,70000
92,812014,6/1/2022,75000
93,2678113,6/1/2022,75000
94,4088982,6/1/2022,60000
95,1635848,7/1/2022,70000
96,1892088,7/1/2022,75000
97,3172181,7/1/2022,75000
98,4164902,8/1/2022,70000
99,4031532,7/1/2022,30000
100,527394,8/1/2022,159091
101,365590,8/1/2022,70000
102,692765,8/1/2022,105000
103,3788053,8/1/2022,70000
104,3475899,8/1/2022,70000
105,3066409,6/1/2022,95000
106,4219810,6/22/2022,21000
107,245825,7/1/2022,75000
108,94620,7/1/2022,105000
109,3261674,7/1/2022,70000
110,1373812,8/1/2022,100000
111,1302845,8/1/2022,95000
112,1899447,8/1/2022,95000
113,2677430,8/1/2022,75000
114,1907769,6/1/2022,75000
115,3146665,6/1/2022,95000
116,1724630,7/1/2022,95000
117,2212617,7/1/2022,75000
118,1158561,7/1/2022,95000
119,4067453,8/1/2022,70000
120,4192538,6/10/2022,49000
121,481867,7/1/2022,105000
122,330918,7/1/2022,85000
123,1964903,7/1/2022,95000
124,2702915,8/1/2022,75000
125,3537382,8/1/2022,70000
126,141697,6/1/2022,143182
127,2691802,6/1/2022,75000
128,3587637,6/1/2022,70000
129,3683423,6/1/2022,0
130,3797226,6/1/2022,70000
131,445666,7/1/2022,125000
132,2237904,7/1/2022,75000
133,2896072,7/1/2022,75000
134,2977679,7/1/2022,75000
135,3208262,7/1/2022,75000
136,3914877,7/1/2022,70000
137,3885109,8/1/2022,60000
138,3860045,6/1/2022,63636
139,1265594,6/1/2022,75000
140,2703249,6/1/2022,95000
141,2268588,7/1/2022,75000
142,1509812,8/1/2022,135000
143,4198679,8/1/2022,70000
144,1026453,6/1/2022,95000
145,1241957,6/1/2022,90000
146,3921326,6/1/2022,80000
147,4030902,6/1/2022,70000
148,1951131,7/1/2022,70000
149,2600397,7/1/2022,115000
150,2588335,8/1/2022,95000
151,2711071,8/1/2022,95000
152,3219512,6/1/2022,70000
153,3339155,6/1/2022,70000
154,2926990,7/1/2022,75000
155,3049726,7/1/2022,75000
156,1882801,8/1/2022,75000
157,3004473,8/1/2022,75000
158,1670568,6/1/2022,70000
159,2569066,6/1/2022,75000
160,1916040,6/1/2022,70000
161,2932189,7/1/2022,75000
162,993892,7/1/2022,75000
163,3769749,7/1/2022,70000
164,3854873,7/1/2022,80000
165,1111980,8/1/2022,85000
166,3080016,8/1/2022,115000
167,3392895,8/1/2022,0
168,4221154,8/1/2022,70000
169,1261048,6/1/2022,95000
170,1428704,6/1/2022,75000
171,3618555,6/1/2022,70000
172,4107310,6/1/2022,70000
173,3518972,7/1/2022,159091
174,1702587,7/1/2022,75000
175,1147114,7/1/2022,75000
176,239977,8/1/2022,85000
177,2013808,8/1/2022,70000
178,3073914,8/1/2022,70000
179,2265130,8/1/2022,75000
180,1200395,8/1/2022,95000
181,1486098,8/1/2022,75000
182,1624288,8/1/2022,90000
183,2295814,8/1/2022,75000
184,3035391,8/1/2022,75000
185,3275713,8/1/2022,110000
186,2329138,8/1/2022,70000
187,3104786,6/1/2022,115000
188,939949,6/1/2022,75000
189,1609283,6/1/2022,70000
190,2488810,6/1/2022,75000
191,3199543,6/1/2022,95000
192,4177374,7/1/2022,159091
193,1490803,7/1/2022,95000
194,2901505,7/1/2022,75000
195,3293628,8/1/2022,42903
196,4236520,8/1/2022,60000
197,1291930,6/1/2022,95000
198,957811,7/1/2022,75000
199,3490182,7/1/2022,90000
200,3434497,7/1/2022,95000
201,1116628,7/1/2022,75000
202,4132477,7/1/2022,70000
203,1107492,8/1/2022,75000
204,1434101,6/1/2022,75000
205,3639203,6/1/2022,60000
206,1170555,7/1/2022,95000
207,2418884,7/1/2022,75000
208,2856533,8/1/2022,75000
209,3026004,6/1/2022,75000
210,3986727,6/1/2022,70000
211,362453,7/1/2022,105000
212,3873795,7/1/2022,70000
213,4269081,8/1/2022,60000
214,2971431,6/1/2022,75000
215,880361,7/1/2022,115000
216,687083,7/1/2022,75000
217,2128690,7/1/2022,95000
218,573984,8/1/2022,75000
219,371490,6/1/2022,105000
220,3048700,6/1/2022,115000
221,1139871,7/1/2022,95000
222,1608225,7/1/2022,115000
223,4086904,7/1/2022,70000
224,1511036,8/1/2022,95000
225,3717966,8/1/2022,70000
226,629636,6/1/2022,75000
227,2889230,6/1/2022,95000
228,727618,7/1/2022,95000
229,4311882,7/30/2022,4516
230,365759,8/1/2022,85000
231,2806961,8/1/2022,75000
232,4133705,8/1/2022,80000
233,3381057,6/1/2022,90000
234,3737503,6/1/2022,80000
235,2726773,7/1/2022,95000
236,3157580,8/1/2022,95000
237,305654,6/1/2022,145000
238,1231923,7/1/2022,95000
239,1922090,7/1/2022,70000
240,1775662,8/1/2022,75000
241,2479288,8/1/2022,95000
242,790879,8/1/2022,30000
243,2724760,8/1/2022,95000
244,2766160,8/1/2022,75000
245,3895507,8/1/2022,60000
246,2613074,6/1/2022,95000
247,3116377,6/1/2022,75000
248,3499141,6/1/2022,70000
249,2858546,6/1/2022,95000
250,3290684,6/1/2022,90000
251,3674771,6/1/2022,70000
252,1655335,7/1/2022,75000
253,2720723,7/1/2022,75000
254,3779334,8/1/2022,70000
255,1249398,6/1/2022,70000
256,1501519,6/1/2022,95000
257,2261856,6/1/2022,70000
258,3652561,6/1/2022,70000
259,4149756,6/1/2022,80000
260,313759,7/1/2022,75000
261,3564546,8/1/2022,70000
262,3375326,8/1/2022,70000
263,4164704,8/1/2022,70000
264,2109849,7/1/2022,95000
265,3331365,7/1/2022,90000
266,1657047,8/1/2022,90000
267,2055062,8/1/2022,75000
268,2845802,8/1/2022,50000
269,2786128,8/1/2022,95000
270,2768173,6/1/2022,95000
271,3707134,6/1/2022,70000
272,2756044,6/1/2022,70000
273,3069929,7/1/2022,75000
274,1150771,7/1/2022,135000
275,4294043,7/23/2022,20323
276,3183461,8/1/2022,75000
277,2937506,6/1/2022,65000
278,4097620,6/1/2022,70000
279,4311456,7/30/2022,3871
280,1435780,6/1/2022,75000
281,2317028,6/1/2022,75000
282,3716936,6/1/2022,80000
283,1398897,7/1/2022,70000
284,1200541,8/1/2022,70000
285,1214731,8/1/2022,155000
286,4052249,8/1/2022,80000
287,738019,6/1/2022,105000
288,1561354,6/1/2022,70000
289,1887938,6/1/2022,115000
290,1545808,7/1/2022,95000
291,1129788,7/1/2022,85000
292,961857,8/1/2022,159091
293,2874379,8/1/2022,95000
294,3148740,6/1/2022,75000
295,2657796,6/1/2022,75000
296,3081459,7/1/2022,95000
297,1985706,8/1/2022,115000
298,512950,6/1/2022,95000
299,1849453,6/1/2022,0
300,1456797,6/1/2022,115000
301,3742934,6/1/2022,70000
302,3340006,7/1/2022,70000
303,4109382,7/1/2022,60000
304,2888896,8/1/2022,75000
305,2977147,8/1/2022,75000
306,3527299,8/1/2022,60000
307,3625914,8/1/2022,70000
308,4044628,6/1/2022,143182
309,3957722,6/1/2022,70000
310,1869378,7/1/2022,95000
311,3391489,7/1/2022,60000
312,1531869,8/1/2022,75000
313,3457407,8/1/2022,70000
314,3963172,6/1/2022,143182
315,3091743,6/1/2022,95000
316,2240830,7/1/2022,95000
317,2996879,7/1/2022,75000
318,3104900,7/1/2022,115000
319,4231886,7/1/2022,70000
320,3741972,8/1/2022,80000
321,526988,6/1/2022,75000
322,2535060,6/1/2022,75000
323,120303,7/1/2022,105000
324,128805,8/1/2022,95000
325,1506917,8/1/2022,135000
326,1622722,6/1/2022,70000
327,2942390,6/1/2022,75000
328,3945447,6/1/2022,70000
329,1353459,7/1/2022,95000
330,2808854,7/1/2022,95000
331,4106992,7/1/2022,70000
332,1534477,8/1/2022,115000
333,2107956,8/1/2022,75000
334,2230692,8/1/2022,75000
335,3820614,8/1/2022,70000
336,4246639,8/1/2022,70000
337,3701654,6/1/2022,70000
338,3824390,6/1/2022,70000
339,2169477,7/1/2022,155000
340,2649384,7/1/2022,75000
341,2800500,7/1/2022,75000
342,4158475,7/1/2022,60000
343,4252603,7/6/2022,50323
344,1460834,8/1/2022,115000
345,2724880,8/1/2022,75000
346,1674460,6/1/2022,65000
347,2454804,6/1/2022,75000
348,2901589,6/1/2022,75000
349,3922154,6/1/2022,60000
350,3964288,6/1/2022,70000
351,4129983,6/1/2022,70000
352,3781333,8/1/2022,28387
353,1688945,7/1/2022,75000
354,2228929,8/1/2022,95000
355,2709309,8/1/2022,70000
356,3252590,8/1/2022,70000
357,3590424,8/1/2022,80000
358,3335522,8/1/2022,90000
359,2725214,6/1/2022,95000
360,1397338,6/1/2022,70000
361,2131161,6/1/2022,95000
362,2105478,7/1/2022,75000
363,3500700,7/1/2022,70000
364,646664,8/1/2022,70000
365,4234364,8/1/2022,70000
366,4117393,6/1/2022,80000
367,3418583,7/1/2022,70000
368,1202551,8/1/2022,85000
369,2900960,6/1/2022,143182
370,2171337,6/1/2022,95000
371,3299950,6/1/2022,70000
372,3678422,6/1/2022,0
373,1048332,7/1/2022,85000
374,1571012,7/1/2022,95000
375,2884564,7/1/2022,115000
376,2984604,7/1/2022,75000
377,3338327,7/1/2022,70000
378,3565390,7/1/2022,70000
379,1195189,7/1/2022,75000
380,4335735,8/8/2022,54193
381,2433971,6/1/2022,95000
382,1679573,6/1/2022,75000
383,1977382,6/1/2022,75000
384,2177562,6/1/2022,75000
385,3444503,6/1/2022,60000
386,3799418,6/1/2022,60000
387,3360805,7/1/2022,60000
388,4088583,7/1/2022,70000
389,1675659,8/1/2022,70000
390,2975348,8/1/2022,95000
391,3426723,8/1/2022,70000
392,4391993,8/31/2022,2581
393,470504,6/1/2022,85000
394,1856085,7/1/2022,95000
395,2129937,7/1/2022,95000
396,3362049,7/1/2022,90000
397,2085746,8/1/2022,75000
398,2858212,8/1/2022,75000
399,1614055,7/1/2022,75000
400,3512314,7/1/2022,70000
401,1230364,7/1/2022,75000
402,3943687,7/1/2022,60000
403,4276147,7/16/2022,36129
404,1281615,6/1/2022,95000
405,3683245,6/1/2022,70000
406,2659355,7/1/2022,75000
407,3513165,7/1/2022,90000
408,188097,6/1/2022,75000
409,463344,6/1/2022,105000
410,3826267,6/1/2022,70000
411,4171940,6/2/2022,67666
412,3380739,7/1/2022,90000
413,3546833,7/1/2022,60000
414,2704594,8/1/2022,75000
415,3600429,8/1/2022,70000
416,4276810,8/1/2022,80000
417,3371603,8/1/2022,90000
418,4236241,8/1/2022,70000
419,4214078,8/1/2022,70000
420,3798785,7/1/2022,70000
421,2849059,7/1/2022,80000
422,4275507,8/1/2022,159091
423,2090945,8/1/2022,75000
424,1965420,8/1/2022,115000
425,2241090,8/1/2022,75000
426,3795583,6/1/2022,70000
427,2590349,8/1/2022,30645
428,3072719,8/1/2022,75000
429,3134087,8/1/2022,75000
430,3742053,8/1/2022,70000
431,2023861,6/1/2022,75000
432,415894,7/1/2022,85000
433,2735492,7/1/2022,95000
434,217538,8/1/2022,85000
435,753170,8/1/2022,100000
436,1923487,8/1/2022,95000
437,2155601,8/1/2022,85000
438,4380730,8/27/2022,15982
439,2693679,6/1/2022,75000
440,3270711,6/1/2022,70000
441,4170237,7/1/2022,70000
442,1315001,8/1/2022,70000
443,1220111,8/1/2022,75000
444,4306130,8/1/2022,70000
445,1312497,6/1/2022,95000
446,944518,7/1/2022,75000
447,4175436,7/1/2022,70000
448,4139553,7/1/2022,70000
449,2004092,8/1/2022,75000
450,2495203,8/1/2022,75000
451,2980667,8/1/2022,75000
452,4357308,8/17/2022,38710
453,3734215,6/1/2022,70000
454,2253137,6/1/2022,70000
455,1430263,7/1/2022,75000
456,2091279,6/1/2022,95000
457,1276479,6/1/2022,70000
458,3718813,6/1/2022,80000
459,1748384,7/1/2022,70000
460,3860153,7/1/2022,70000
461,561644,6/1/2022,125000
462,3250709,6/1/2022,60000
463,3625397,6/1/2022,70000
464,4197082,6/12/2022,44334
465,1262805,7/1/2022,95000
466,3514191,7/1/2022,70000
467,4144752,7/1/2022,70000
468,3257789,8/1/2022,70000
469,4208879,8/1/2022,70000
470,4244762,8/1/2022,70000
471,3350175,6/1/2022,90000
472,3717449,6/1/2022,70000
473,3768221,6/1/2022,70000
474,3971364,6/1/2022,70000
475,1293489,7/1/2022,95000
476,2657478,7/1/2022,75000
477,2330671,8/1/2022,95000
478,2807159,8/1/2022,75000
479,2993791,8/1/2022,60000
480,1611014,6/1/2022,95000
481,2934267,6/1/2022,65000
482,3380859,6/1/2022,90000
483,873798,7/1/2022,105000
484,3196185,7/1/2022,75000
485,1165356,7/1/2022,95000
486,3674098,7/1/2022,109091
487,850739,8/1/2022,80000
488,2235891,8/1/2022,75000
489,4096739,8/1/2022,70000
490,4271611,8/1/2022,80000
491,3288807,6/1/2022,90000
492,3778817,6/1/2022,70000
493,2989439,6/1/2022,70000
494,3010042,7/1/2022,75000
495,598634,7/1/2022,75000
496,1797627,8/1/2022,75000
497,2606963,6/1/2022,135000
498,2051756,6/1/2022,115000
499,2729562,6/1/2022,75000
500,885393,8/1/2022,95000
501,2638027,8/1/2022,75000
502,900197,6/1/2022,95000
503,2693559,7/1/2022,75000
504,2173809,8/1/2022,115000
505,2118354,8/1/2022,75000
506,3494339,8/1/2022,90000
507,4300931,8/1/2022,70000
508,3723165,8/1/2022,70000
509,2730293,7/1/2022,95000
510,2917125,7/1/2022,115000
511,3187747,7/1/2022,75000
512,3204235,8/1/2022,63636
513,1968543,6/1/2022,95000
514,2704928,6/1/2022,95000
515,3503086,7/1/2022,63636
516,3078983,7/1/2022,115000
517,3661797,8/1/2022,70000
518,3385724,8/1/2022,70000
519,2428772,6/1/2022,95000
520,3176156,6/1/2022,135000
521,3815323,7/1/2022,63636
522,4022016,7/1/2022,70000
523,1745041,7/16/2022,36129
524,1265429,8/1/2022,70000
525,600829,6/1/2022,75000
526,3236702,7/1/2022,60000
527,1042766,7/1/2022,70000
528,1279404,8/1/2022,75000
529,2634585,8/1/2022,95000
530,4226038,8/1/2022,80000
531,4099780,8/1/2022,70000
532,1767673,7/1/2022,75000
533,2333908,7/1/2022,75000
534,2964831,7/1/2022,65000
535,1055744,7/1/2022,80000
536,3584117,6/1/2022,70000
537,2771573,7/1/2022,95000
538,2894309,7/1/2022,95000
539,2975916,7/1/2022,95000
540,4190718,7/1/2022,80000
541,2503866,7/6/2022,58710
542,1853280,8/1/2022,115000
543,2632844,7/1/2022,95000
544,3778697,7/1/2022,70000
545,2221973,8/1/2022,75000
546,2623138,8/1/2022,75000
547,4007445,6/1/2022,70000
548,2534742,7/1/2022,75000
549,4250159,8/1/2022,70000
550,530109,6/1/2022,105000
551,3906752,6/1/2022,70000
552,3339292,7/1/2022,110000
553,435982,7/1/2022,85000
554,3261566,6/1/2022,63636
555,2679506,6/1/2022,70000
556,3123135,7/1/2022,75000
557,3260427,7/1/2022,70000
558,3469782,7/1/2022,70000
559,517534,8/1/2022,75000
560,544660,6/1/2022,75000
561,2066671,7/1/2022,90000
562,3405943,7/1/2022,90000
563,1007250,6/1/2022,105000
564,1251662,6/1/2022,135000
565,3170820,6/1/2022,75000
566,1471543,7/1/2022,75000
567,2979439,7/1/2022,65000
568,983160,8/1/2022,75000
569,3585540,8/1/2022,70000
570,1223433,8/1/2022,75000
571,85835,8/1/2022,109091
572,3666996,8/1/2022,70000
573,3338645,6/1/2022,70000
574,3411543,6/1/2022,90000
575,3959599,6/1/2022,70000
576,992129,7/1/2022,95000
577,2130281,7/1/2022,70000
578,2627645,7/1/2022,95000
579,865305,8/1/2022,95000
580,2396585,8/1/2022,75000
581,3214375,8/1/2022,30000
582,2847335,8/1/2022,75000
583,3410692,6/1/2022,70000
584,3486548,7/1/2022,70000
585,3676132,7/1/2022,70000
586,4268579,7/13/2022,36774
587,2500402,8/1/2022,75000
588,4116546,8/1/2022,70000
589,3885686,8/1/2022,11291
590,2286146,6/1/2022,75000
591,3466262,6/1/2022,90000
592,2119685,7/1/2022,70000
593,2830986,7/1/2022,75000
594,4124664,7/1/2022,70000
595,4280509,7/18/2022,36129
596,2986565,6/1/2022,75000
597,3164254,6/1/2022,75000
598,3541637,6/1/2022,70000
599,3497144,7/1/2022,70000
600,1108534,7/1/2022,75000
601,2841619,6/1/2022,75000
602,4224674,8/1/2022,70000
603,4101144,8/1/2022,80000
604,667396,6/1/2022,75000
605,3436747,6/1/2022,90000
606,932836,7/1/2022,75000
607,3749360,7/1/2022,0
608,2929978,8/1/2022,75000
609,3346399,8/1/2022,90000
610,4373211,8/24/2022,18064
611,2672367,7/1/2022,75000
612,3363014,6/1/2022,143182
613,1072573,6/1/2022,75000
614,2713616,6/1/2022,72500
615,3017483,6/1/2022,75000
616,3594515,6/1/2022,70000
617,2183248,6/1/2022,70000
618,3368677,8/1/2022,70000
619,3793764,7/1/2022,0
620,2155766,7/1/2022,70000
621,617909,8/1/2022,95000
622,2707520,8/1/2022,95000
623,2816866,8/1/2022,155000
624,3853811,8/1/2022,51850
625,737370,8/1/2022,95000
626,2442158,8/1/2022,75000
627,2464321,8/1/2022,75000
628,2503526,8/1/2022,75000
629,3653276,8/1/2022,70000
630,3337993,8/1/2022,70000
631,3399361,8/1/2022,70000
632,2740811,6/1/2022,95000
633,3301593,6/1/2022,70000
634,2967244,7/1/2022,95000
635,4282057,7/18/2022,31613
636,908103,8/1/2022,75000
637,2411474,8/1/2022,75000
638,3044961,8/1/2022,95000
639,3167697,8/1/2022,95000
640,601680,6/1/2022,95000
641,3502463,6/1/2022,70000
642,3066805,6/1/2022,75000
643,1444089,7/1/2022,135000
644,3938485,7/1/2022,70000
645,780817,6/1/2022,85000
646,3201819,6/1/2022,65000
647,2930630,6/1/2022,75000
648,1001733,7/1/2022,105000
649,1753103,8/1/2022,95000
650,1856404,8/1/2022,115000
651,2559695,8/1/2022,75000
652,3472176,8/1/2022,90000
653,3287758,6/1/2022,70000
654,1945896,6/1/2022,90000
655,3313243,6/1/2022,70000
656,2997928,7/1/2022,95000
657,3541040,7/1/2022,80000
658,3974368,7/1/2022,70000
659,2319422,8/1/2022,75000
660,2626262,8/1/2022,75000
661,3861501,8/1/2022,60000
662,842185,6/1/2022,85000
663,3160187,7/1/2022,75000
664,2344423,8/1/2022,70000
665,3127688,8/1/2022,75000
666,3683960,8/1/2022,70000
667,3176019,6/1/2022,75000
668,1770166,7/1/2022,115000
669,2178413,7/1/2022,75000
670,2288952,7/1/2022,95000
671,3870637,7/1/2022,60000
672,2213332,8/1/2022,95000
673,3053883,8/1/2022,75000
674,3678761,8/1/2022,70000
675,3883722,8/1/2022,23548
676,3008328,6/1/2022,143182
677,2589862,6/1/2022,75000
678,3517232,6/1/2022,90000
679,501185,7/1/2022,75000
680,1410943,7/1/2022,70000
681,1666250,8/1/2022,95000
682,2208133,8/1/2022,95000
683,2921687,8/1/2022,30000
684,2740477,8/1/2022,75000
685,3218266,8/1/2022,90000
686,4358058,8/18/2022,36129
687,2793856,6/1/2022,95000
688,3581076,6/1/2022,70000
689,3693509,6/1/2022,0
690,3821068,6/1/2022,70000
691,4181410,6/6/2022,66667
692,1335740,7/1/2022,95000
693,1906523,8/1/2022,95000
694,1638772,6/1/2022,75000
695,386486,7/1/2022,70000
696,2585545,7/1/2022,95000
697,483510,7/1/2022,105000
698,632030,8/1/2022,75000
699,1006718,8/1/2022,85000
700,1415662,8/1/2022,95000
701,3597305,8/1/2022,70000
702,2082758,6/1/2022,95000
703,2216455,6/1/2022,75000
704,3855785,6/1/2022,60000
705,1742987,7/1/2022,70000
706,3232867,7/1/2022,70000
707,3206583,7/1/2022,75000
708,4183957,7/1/2022,70000
709,1539312,8/1/2022,90000
710,2568018,8/1/2022,95000
711,1195309,6/1/2022,75000
712,2250864,6/1/2022,90000
713,2813345,6/1/2022,115000
714,2144244,7/1/2022,127273
715,3188598,7/1/2022,95000
716,3501616,8/1/2022,60000
717,714250,6/1/2022,85000
718,1212635,6/1/2022,65000
719,2068265,6/1/2022,75000
720,2570745,6/1/2022,75000
721,2916592,6/1/2022,95000
722,327062,8/1/2022,75000
723,1834559,8/1/2022,95000
724,3966014,6/1/2022,70000
725,1450148,7/1/2022,70000
726,1840488,7/1/2022,95000
727,3846433,7/1/2022,70000
728,1797825,8/1/2022,75000
729,2010340,8/1/2022,95000
730,2695755,8/1/2022,95000
731,1453790,6/1/2022,105000
732,1513565,6/1/2022,95000
733,1810970,6/1/2022,125000
734,3662842,6/1/2022,80000
735,3857149,6/1/2022,70000
736,2301149,7/1/2022,75000
737,3252606,7/1/2022,90000
738,4122589,7/1/2022,70000
739,1097406,8/1/2022,75000
740,3238151,8/1/2022,110000
741,3178794,6/1/2022,95000
742,3582555,6/1/2022,60000
743,4156598,6/1/2022,80000
744,1308378,7/1/2022,95000
745,1554415,7/1/2022,110000
746,3260960,7/1/2022,110000
747,3221922,7/1/2022,90000
748,2712834,8/1/2022,75000
749,2885574,8/1/2022,75000
750,968954,6/1/2022,75000
751,3260313,6/1/2022,70000
752,325435,7/1/2022,95000
753,2524260,7/1/2022,95000
754,3329352,8/1/2022,90000
755,3413284,8/1/2022,70000
756,3415891,6/1/2022,70000
757,1842881,6/1/2022,75000
758,2073464,6/1/2022,75000
759,3630401,6/1/2022,60000
760,3686943,6/1/2022,0
761,3440248,8/1/2022,60000
762,3905509,8/1/2022,80000
763,2258388,6/1/2022,95000
764,3258949,6/1/2022,60000
765,3954400,6/1/2022,70000
766,141498,7/1/2022,75000
767,3388765,8/1/2022,70000
768,3857029,7/1/2022,70000
769,2566969,8/1/2022,75000
770,3081209,8/1/2022,75000
771,3549459,8/1/2022,70000
772,3139938,6/1/2022,75000
773,3635795,6/1/2022,70000
774,3453393,6/1/2022,110000
775,1189109,8/1/2022,95000
776,1543795,8/1/2022,95000
777,1758302,8/1/2022,95000
778,4010569,6/1/2022,70000
779,3470016,7/1/2022,70000
780,911759,7/1/2022,75000
781,3761772,7/1/2022,60000
782,3897205,7/1/2022,70000
783,4214610,7/1/2022,70000
784,3358081,8/1/2022,70000
785,3662449,6/1/2022,70000
786,1854156,7/1/2022,70000
787,3202037,7/1/2022,95000
788,1803328,8/1/2022,115000
789,2486713,8/1/2022,75000
790,3439339,8/1/2022,90000
791,3839109,8/1/2022,60000
792,2662797,6/1/2022,75000
793,3886469,6/1/2022,60000
794,3263551,7/1/2022,70000
795,3642050,7/1/2022,99091
796,4175634,7/1/2022,70000
797,2911629,8/1/2022,95000
798,4199189,8/1/2022,70000
799,3885000,8/3/2022,65484
800,3758531,6/1/2022,70000
801,2379163,7/1/2022,95000
802,3448475,7/1/2022,90000
803,3805947,7/1/2022,60000
804,2531739,8/1/2022,95000
805,3955628,8/1/2022,60000
806,3114734,6/1/2022,75000
807,3081543,6/1/2022,95000
808,1598939,7/1/2022,90000
809,612793,8/1/2022,95000
810,1803672,8/1/2022,90000
811,3374727,8/1/2022,90000
812,3815749,7/1/2022,70000
813,1756545,8/1/2022,75000
814,2166853,8/1/2022,95000
815,2289589,8/1/2022,95000
816,4122907,6/1/2022,70000
817,4125063,6/1/2022,60000
818,1235443,7/1/2022,95000
819,2788933,7/1/2022,75000
820,3602838,7/1/2022,70000
821,1330119,8/1/2022,70000
822,2130450,6/1/2022,105000
823,2091477,6/1/2022,95000
824,1760315,7/1/2022,95000
825,3846631,7/1/2022,70000
826,3969367,7/1/2022,70000
827,1204545,8/1/2022,75000
828,2848894,8/1/2022,95000
829,4154504,8/1/2022,70000
830,4338862,8/10/2022,56774
831,1045409,6/1/2022,75000
832,1466513,7/1/2022,90000
833,1984338,7/1/2022,75000
834,2198381,7/1/2022,95000
835,2533099,7/1/2022,75000
836,4144554,7/1/2022,70000
837,2129529,8/1/2022,159091
838,2472160,8/1/2022,70000
839,4209077,8/1/2022,70000
840,356122,6/1/2022,105000
841,1137263,6/1/2022,75000
842,3285485,6/1/2022,90000
843,2100279,7/1/2022,75000
844,3929964,7/1/2022,70000
845,421842,8/1/2022,95000
846,2939267,8/1/2022,95000
847,3378131,6/1/2022,70000
848,3969487,6/1/2022,70000
849,2912671,7/1/2022,95000
850,484457,8/1/2022,115000
851,853660,8/1/2022,75000
852,3539068,8/1/2022,99091
853,4314534,8/1/2022,80000
854,2514576,6/1/2022,75000
855,3447624,6/1/2022,90000
856,4213769,6/20/2022,25666
857,2881789,7/1/2022,95000
858,3356652,7/1/2022,90000
859,706488,8/1/2022,95000
860,1727420,8/1/2022,95000
861,2117958,8/1/2022,95000
862,2469322,8/1/2022,75000
863,3325968,7/1/2022,90000
864,753286,7/1/2022,50000
865,2349622,8/1/2022,70000
866,2851334,8/1/2022,75000
867,2970149,8/1/2022,95000
868,2524974,6/1/2022,75000
869,1930731,6/1/2022,70000
870,3133372,6/1/2022,75000
871,376491,7/1/2022,85000
872,800751,7/1/2022,95000
873,2223015,7/1/2022,75000
874,3353163,8/1/2022,70000
875,1320200,8/1/2022,70000
876,3226270,7/1/2022,70000
877,3277042,7/1/2022,70000
